work_year,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,salary
2021,3,0,75,100,70,1,105000
2022,3,2,75,100,70,0,154600
2023,3,2,75,100,70,1,185000
2022,0,2,11,100,12,0,73742
2023,3,2,75,0,70,1,90700
2022,2,2,29,0,28,1,73880
2022,3,2,75,100,70,1,149040
2022,3,2,75,0,70,1,145000
2023,3,2,75,0,70,1,299500
2020,2,2,33,0,32,2,20000
2023,3,2,75,0,70,1,70000
2023,2,2,75,0,70,1,155000
2022,3,2,75,0,70,1,129300
2020,0,3,20,100,20,2,15966
2021,0,2,20,50,20,1,65013
2022,3,2,75,100,70,1,148000
2022,3,2,75,0,70,1,142200
2021,0,2,28,50,27,0,36643
2022,3,2,75,100,70,1,150075
2022,1,2,75,100,70,1,310000
2022,3,2,75,100,70,1,191475
2022,2,2,75,100,70,1,150000
2023,3,2,75,0,70,1,167000
2023,0,2,75,0,70,1,120000
2022,2,2,28,100,27,1,94560
2022,3,2,75,0,70,1,168400
2023,2,2,29,0,28,1,109371
2021,0,2,75,100,70,0,72500
2023,3,2,75,0,70,1,167500
2023,3,2,75,100,70,1,153088
2022,3,2,75,0,70,1,130000
2023,0,2,75,0,70,1,155000
2023,3,2,75,0,70,1,170000
2022,3,2,75,0,70,1,218000
2023,3,2,75,0,70,1,178600
2022,3,2,75,100,70,1,220000
2022,3,2,75,0,70,0,154545
2023,3,2,75,0,70,1,185900
2022,3,2,75,100,70,1,141525
2023,3,2,75,100,70,1,175000
2023,3,2,75,100,70,1,182200
2022,2,2,75,100,70,1,85000
2023,3,2,75,0,70,1,140000
2022,2,2,28,100,27,1,65141
2022,2,2,28,100,27,2,58837
2022,2,2,20,0,20,1,60938
2023,3,2,75,100,70,1,127000
2022,3,2,75,100,70,1,216000
2021,2,2,75,100,70,0,93000
2023,3,2,26,0,25,1,169200
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,1,200100
2022,3,2,75,0,70,1,120000
2022,2,2,75,100,70,1,150000
2023,3,2,75,0,70,1,120000
2022,3,2,75,100,70,1,235000
2022,3,2,75,0,70,1,95000
2023,0,2,75,0,70,1,125000
2023,3,2,75,0,70,1,140800
2021,2,2,11,100,12,1,63810
2020,2,2,35,50,34,0,35735
2021,1,2,28,100,25,2,69741
2022,3,2,75,0,70,1,142200
2022,2,2,39,100,35,0,53416
2023,3,2,75,100,70,1,155000
2020,3,2,31,50,30,0,47899
2023,3,2,75,100,70,1,161800
2023,3,2,75,100,70,1,168100
2022,3,2,75,100,70,1,173000
2023,3,2,75,100,70,1,275300
2023,3,2,75,100,70,1,185000
2022,3,2,75,100,70,1,250000
2021,3,2,11,50,12,0,96113
2022,3,2,75,100,70,1,180000
2022,0,2,29,100,28,0,30000
2023,3,2,75,100,70,1,150000
2022,3,2,75,100,70,1,272550
2023,2,2,29,0,28,1,145828
2022,2,2,10,100,10,1,48000
2021,3,2,75,100,70,1,170000
2022,2,2,75,0,70,1,129300
2023,3,2,75,100,70,1,160000
2022,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,120000
2022,2,2,29,0,28,1,110820
2022,2,2,75,100,70,0,97500
2022,3,2,75,0,70,1,110600
2023,3,2,49,0,46,1,38631
2021,2,2,30,0,29,2,30000
2021,1,2,42,100,58,0,153667
2022,2,2,75,100,70,1,120000
2021,0,2,28,50,27,1,20000
2022,3,2,75,100,70,1,115934
2022,3,2,75,100,70,1,135000
2023,3,2,75,0,70,1,250000
2023,3,2,75,0,70,1,139000
2023,2,2,75,0,70,1,95000
2022,2,2,75,0,70,1,24000
2022,3,2,75,100,70,0,190000
2022,3,2,75,0,70,1,110000
2023,3,2,75,100,70,1,140000
2022,2,2,75,100,70,1,160000
2023,3,2,75,100,70,1,175000
2022,3,2,75,100,70,1,191475
2022,3,2,75,0,70,1,110000
2023,2,2,75,0,70,1,145000
2023,2,2,75,0,70,2,125000
2022,3,2,75,0,70,1,135000
2022,3,2,75,0,70,1,166700
2023,0,2,75,0,70,1,65000
2022,0,2,50,50,47,2,10000
2022,3,2,75,0,70,1,122000
2023,3,2,75,100,70,1,237000
2023,3,2,75,0,70,1,140000
2023,3,2,75,100,70,1,206500
2022,2,2,75,100,70,1,160000
2021,2,2,69,50,65,0,24823
2023,3,2,75,0,70,1,106800
2022,2,2,75,0,70,1,206000
2023,3,2,75,0,70,1,133000
2023,3,2,75,100,70,1,180000
2023,3,2,75,0,70,1,145000
2023,3,2,75,0,70,1,55000
2022,3,2,75,0,70,1,248700
2022,3,2,75,0,70,1,189650
2023,3,2,75,0,70,1,228000
2022,3,2,75,0,70,1,93800
2022,3,2,29,100,28,1,102663
2022,2,2,57,0,54,1,89306
2023,3,2,75,0,70,1,300000
2022,3,2,75,0,70,1,99000
2023,2,2,75,100,70,1,150000
2023,3,2,75,0,70,1,186000
2023,2,2,75,0,70,1,220000
2022,3,2,75,0,70,1,122000
2023,3,2,75,0,70,1,204500
2022,2,2,75,100,70,1,60000
2022,3,2,75,0,70,1,150000
2023,2,2,75,0,70,1,87000
2023,3,2,75,0,70,1,289800
2023,3,2,75,100,70,1,172600
2022,2,2,75,0,70,1,95000
2023,3,2,11,100,12,1,175000
2023,3,2,75,0,70,1,280000
2023,3,2,75,0,70,1,150000
2023,3,2,75,0,70,1,195000
2023,3,2,75,0,70,0,222200
2023,3,2,75,100,70,1,63000
2023,3,2,75,0,70,1,110000
2022,3,2,75,100,70,1,38000
2023,1,2,75,0,70,1,329500
2023,3,2,75,0,70,1,171600
2022,3,2,75,100,70,1,155000
2023,3,2,75,0,70,0,122900
2022,2,2,29,0,28,1,116976
2023,2,2,75,100,70,1,120000
2022,2,2,25,100,24,1,22800
2022,3,2,75,0,70,1,215000
2022,3,2,75,0,70,0,205600
2022,3,2,75,0,70,1,225000
2023,3,2,75,0,70,1,135000
2023,1,2,75,0,70,1,300000
2022,3,2,20,100,20,1,155499
2021,3,2,20,100,20,1,173762
2022,3,2,75,100,70,1,63000
2022,3,2,75,100,70,1,141525
2022,3,2,75,100,70,1,175000
2022,2,2,75,100,70,1,130000
2022,3,2,75,100,70,1,141525
2022,3,2,75,0,70,1,225000
2022,3,2,75,100,70,1,210000
2023,3,2,75,0,70,1,140000
2023,3,2,75,100,70,1,140000
2023,2,2,75,0,70,1,150000
2022,3,2,75,0,70,1,220110
2022,0,2,28,50,27,0,39925
2022,3,2,75,100,70,1,185000
2023,2,2,75,100,70,1,90000
2021,2,2,75,100,70,0,160000
2023,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,133800
2022,2,2,75,0,70,1,120000
2022,3,2,75,0,70,1,179400
2023,3,2,75,0,70,1,225000
2022,3,2,75,100,70,1,105000
2023,3,2,75,0,70,1,250000
2023,3,2,75,100,70,1,237000
2021,2,2,39,100,38,0,19609
2022,2,2,75,100,70,1,100000
2022,3,2,28,100,27,1,73546
2023,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,185900
2022,3,2,75,100,70,1,230000
2023,3,2,75,0,70,1,65488
2022,3,2,75,100,70,0,221300
2022,3,2,75,100,70,1,150000
2021,3,2,75,50,70,0,250000
2022,2,2,26,100,25,1,73546
2022,3,2,75,0,70,1,153600
2023,2,2,75,100,70,1,210000
2023,2,2,26,100,25,1,80000
2022,3,2,75,100,70,1,192600
2022,3,2,75,0,70,1,154000
2022,3,2,75,0,70,1,189650
2023,3,2,75,0,70,1,235000
2022,2,2,75,0,70,1,206000
2023,3,2,75,0,70,1,180000
2023,3,2,75,100,70,1,114000
2023,3,2,75,0,70,1,139500
2023,3,2,75,100,70,1,170500
2023,3,2,75,0,70,1,185900
2023,2,2,75,100,70,1,151410
2022,3,2,75,100,70,0,131300
2022,3,2,75,100,70,1,141525
2022,3,2,75,100,70,1,200000
2023,3,2,75,100,70,1,110000
2022,3,2,75,0,70,1,95000
2023,3,2,75,0,70,1,200000
2023,1,2,75,100,70,1,207000
2023,3,2,75,0,70,1,250000
2023,3,2,75,100,70,1,183500
2023,3,2,75,100,70,1,123600
2023,3,2,75,0,70,1,132300
2023,3,2,75,100,70,1,175000
2022,3,2,75,100,70,1,191475
2022,3,2,75,0,70,1,116000
2023,2,2,75,0,70,1,105000
2021,0,2,39,100,38,1,28399
2023,3,2,75,0,70,1,109400
2022,3,2,75,0,70,1,120000
2023,0,2,75,0,70,1,48000
2023,2,2,29,0,28,1,42533
2023,2,2,75,100,70,1,93918
2023,3,2,75,100,70,1,185000
2023,3,2,75,0,70,1,94300
2022,3,2,75,100,70,1,134000
2023,3,2,75,0,70,1,163800
2022,3,2,75,100,70,1,104000
2022,2,2,75,0,70,1,165000
2023,3,2,75,0,70,1,160000
2022,3,2,75,0,70,1,152000
2022,3,2,75,0,70,1,177000
2022,3,2,75,0,70,1,175000
2023,0,2,75,0,70,1,150000
2023,3,2,75,0,70,1,175000
2022,3,2,75,0,70,1,249500
2022,2,2,75,0,70,1,100000
2022,2,2,9,100,70,0,75000
2023,2,2,75,0,70,1,167500
2022,1,2,75,100,70,1,239000
2022,3,2,75,100,70,1,210000
2023,1,2,75,100,70,1,239000
2022,3,2,75,0,70,1,184100
2021,3,2,75,100,70,1,150000
2022,3,2,37,100,36,0,172309
2023,3,2,75,100,70,1,183500
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,0,189500
2023,3,2,75,100,70,1,231500
2022,2,2,31,100,30,2,20000
2023,3,2,75,0,70,1,200000
2023,3,2,26,0,25,1,38631
2023,3,2,75,100,70,1,81666
2022,3,2,75,0,70,1,155000
2023,3,2,75,100,70,1,205000
2023,3,2,75,0,70,1,100706
2023,3,2,75,100,70,1,199000
2023,3,2,75,0,70,1,129300
2022,3,2,75,0,70,1,95000
2022,3,2,75,100,70,1,100000
2022,3,2,75,0,70,1,115000
2023,3,2,75,100,70,1,136850
2022,2,2,75,0,70,1,165000
2022,0,2,29,100,28,1,43096
2023,0,2,75,0,70,0,204620
2022,3,2,75,100,70,1,194000
2023,1,2,75,0,70,1,205000
2023,3,2,75,100,70,1,138750
2022,3,2,75,0,70,1,70000
2022,2,2,75,0,70,1,65000
2023,3,2,75,0,70,0,309400
2022,3,2,75,100,70,1,144000
2022,1,2,75,100,70,1,297500
2022,3,2,75,100,70,1,186000
2022,3,2,75,100,70,1,145000
2023,0,2,75,0,70,1,85000
2023,2,2,75,0,70,1,140000
2022,0,2,75,0,70,1,140250
2022,0,1,7,100,70,2,50000
2023,3,2,75,0,70,1,110600
2023,3,2,75,100,70,1,173000
2022,3,2,75,100,70,0,192000
2022,2,2,29,0,28,1,92350
2023,3,2,75,0,70,1,190000
2023,3,2,75,100,70,1,112000
2023,3,2,11,0,12,1,248100
2022,0,2,20,0,20,0,60938
2023,3,2,75,100,70,1,184000
2022,3,2,75,0,70,1,166700
2023,3,2,75,100,70,1,225000
2022,2,2,75,0,70,1,134000
2022,3,2,75,0,70,1,110000
2023,1,2,75,100,70,1,284000
2021,0,2,39,100,4,2,18053
2022,2,2,29,100,28,1,102200
2021,3,2,39,0,38,0,66265
2022,2,2,20,0,20,1,64090
2023,2,2,75,0,70,1,120000
2022,3,2,75,0,70,1,100000
2023,2,2,75,0,70,1,154000
2020,0,2,57,50,54,0,42000
2021,3,2,75,100,70,0,174000
2022,0,2,39,100,38,1,17805
2022,3,2,75,0,70,1,169000
2022,2,2,75,0,70,1,175000
2023,3,2,75,0,70,1,109400
2023,2,2,75,100,70,1,140000
2023,3,2,75,0,70,1,145000
2022,3,2,75,0,70,0,120000
2022,2,2,75,100,70,1,66100
2023,3,2,75,0,70,0,123700
2023,3,2,29,0,28,1,101228
2022,3,2,75,0,70,1,110600
2023,3,2,37,0,36,1,171250
2023,2,2,75,0,70,1,206000
2022,3,2,26,100,28,0,88256
2022,3,2,75,0,70,1,191200
2023,3,2,75,100,70,1,145000
2022,3,2,75,0,70,1,152000
2022,2,2,75,0,70,1,180000
2022,3,2,29,0,28,1,110820
2022,2,2,31,100,30,1,84053
2022,2,2,63,50,60,0,55685
2023,3,2,11,100,12,1,95000
2023,2,2,75,0,70,1,160000
2023,3,2,75,100,70,1,297300
2022,3,2,75,0,70,1,63000
2022,3,2,75,100,70,1,102100
2022,3,2,75,100,70,1,190000
2022,3,2,75,100,70,1,192000
2022,3,2,75,100,70,0,160000
2023,3,2,75,0,70,1,172200
2023,2,2,39,100,20,2,69751
2022,3,2,29,0,28,1,86193
2022,3,2,75,100,70,1,68400
2023,3,2,75,100,70,1,285800
2022,3,2,75,0,70,0,108000
2022,2,2,75,0,70,1,130000
2023,2,2,75,0,70,1,80000
2022,3,2,75,100,70,1,191475
2022,1,2,75,100,70,1,130000
2023,3,2,75,100,70,1,80000
2023,3,2,75,100,70,1,185000
2022,2,2,75,0,70,2,58000
2023,3,2,75,0,70,1,105500
2023,3,2,75,0,70,1,160000
2022,2,2,20,100,20,2,50432
2022,3,2,75,100,70,1,243000
2023,3,2,75,0,70,1,223800
2021,0,2,75,100,70,1,70000
2023,3,2,75,0,70,1,245100
2022,3,2,75,100,70,0,140100
2022,3,2,75,0,70,1,130240
2023,2,2,75,0,70,1,124000
2023,3,2,75,100,70,1,172500
2023,3,2,75,0,70,1,185900
2022,3,2,55,100,70,1,200000
2022,3,2,75,0,70,1,63000
2023,3,2,75,0,70,1,170000
2023,3,2,75,0,70,1,81500
2022,0,2,75,0,70,1,160000
2023,3,2,75,0,70,1,250000
2022,3,2,75,0,70,1,153600
2022,3,2,75,100,70,1,90320
2021,3,2,63,50,60,0,60757
2022,2,2,29,0,28,1,61566
2022,2,2,75,0,70,1,99100
2022,0,2,75,50,20,1,50000
2023,3,2,75,0,70,1,147100
2022,3,2,75,100,70,1,100000
2022,3,2,75,0,70,1,190000
2022,3,2,75,0,70,1,145000
2023,1,2,75,0,70,1,145000
2023,3,2,75,0,70,1,185000
2022,3,2,75,100,70,1,95000
2023,2,2,29,0,28,1,43809
2023,1,2,75,0,70,1,200000
2023,2,2,75,0,70,1,183310
2023,3,2,75,0,70,1,154000
2022,3,2,75,100,70,0,380000
2022,3,2,29,0,28,1,73880
2022,3,2,75,0,70,1,123000
2022,3,2,75,100,70,1,146000
2022,3,2,75,100,70,1,206000
2023,0,2,46,50,70,0,50000
2022,3,2,75,0,70,1,170000
2022,2,2,39,50,38,0,35610
2023,2,2,75,0,70,1,250000
2023,0,2,56,100,53,0,30000
2023,2,2,75,0,70,1,146000
2022,2,2,29,100,28,1,67723
2023,2,2,75,0,70,1,130000
2022,3,2,75,100,70,0,195400
2022,0,2,75,100,70,0,180000
2022,3,2,75,100,70,1,99750
2023,2,2,75,0,70,1,130000
2023,3,2,75,0,70,1,272000
2023,3,2,75,100,70,1,85000
2023,2,2,75,0,70,1,80000
2023,3,2,75,0,70,1,175000
2023,3,2,75,100,70,1,156000
2023,3,2,75,0,70,1,120000
2022,3,2,75,100,70,1,100000
2022,3,2,26,0,25,1,36773
2023,1,2,75,0,70,1,140000
2023,1,2,29,0,28,1,127467
2023,2,2,75,0,70,1,75000
2022,3,2,75,0,70,1,80000
2023,1,2,75,0,70,1,314100
2022,3,2,75,100,70,1,123000
2023,2,2,39,50,64,1,17509
2023,3,2,75,100,70,1,163625
2022,2,2,28,100,27,1,52533
2023,3,2,75,0,70,0,105700
2022,2,2,75,0,70,1,63900
2023,3,2,26,0,25,1,169200
2023,2,2,75,100,70,1,140000
2023,2,2,75,0,70,1,120000
2020,2,2,20,100,20,2,59303
2022,2,1,11,100,70,1,100000
2022,2,0,9,50,9,1,7500
2023,3,2,75,100,70,1,139000
2023,3,2,75,0,70,1,109400
2023,3,2,75,100,70,1,153600
2022,3,2,75,100,70,1,63000
2022,2,2,75,0,70,1,155000
2022,3,2,75,0,70,0,229998
2022,3,2,75,100,70,1,167000
2022,3,2,75,100,70,1,197430
2023,3,2,75,0,70,0,342300
2023,3,2,75,0,70,1,90000
2023,2,2,29,0,28,1,103294
2023,2,2,75,0,70,1,200000
2023,3,2,75,0,70,1,153300
2023,3,2,75,0,70,1,252000
2023,3,2,75,0,70,1,108000
2023,3,2,75,0,70,1,124500
2020,0,2,20,50,20,2,62726
2022,3,2,75,0,70,1,172200
2022,0,2,75,0,70,1,135000
2022,2,2,75,0,70,1,130000
2022,3,2,75,0,70,1,120000
2023,3,2,75,0,70,1,225000
2023,3,2,75,100,70,1,120000
2023,3,2,75,0,70,1,175000
2021,3,2,39,100,38,0,24342
2022,1,2,75,100,70,1,157000
2023,2,2,75,50,70,0,219000
2022,2,2,29,100,28,1,73880
2022,3,2,75,100,70,1,101570
2022,3,2,75,100,70,1,150075
2023,3,2,75,0,70,1,100500
2023,3,2,75,0,70,1,120000
2023,2,2,75,0,70,1,64500
2021,2,2,68,50,64,0,89294
2023,2,2,75,100,70,0,130000
2023,3,2,75,0,70,1,140000
2021,2,2,28,50,27,2,56738
2022,0,2,75,0,70,1,85000
2021,0,3,21,50,21,0,19073
2022,3,2,75,0,70,1,250000
2022,2,2,29,100,28,1,55410
2022,3,2,75,0,70,1,140000
2023,3,2,75,100,70,1,142000
2023,3,2,75,0,70,1,81500
2023,3,2,75,100,70,1,75000
2023,3,2,75,0,70,1,125600
2023,3,2,75,100,70,1,135000
2023,3,2,75,0,70,1,165000
2022,0,2,75,50,70,0,130000
2022,3,2,75,100,70,1,198200
2023,3,2,75,100,70,1,265000
2023,3,2,75,100,70,1,110000
2022,3,2,75,0,70,1,154560
2022,2,2,75,100,70,1,50000
2022,3,2,75,0,70,1,106800
2023,3,2,75,100,70,1,150000
2023,3,2,75,100,70,1,180000
2022,3,2,75,0,70,0,198440
2021,3,2,10,100,70,2,160000
2022,3,2,75,100,70,1,175100
2023,0,2,75,0,70,1,135000
2022,3,2,75,0,70,1,129300
2020,0,2,63,100,60,1,22809
2023,3,2,75,100,70,1,198200
2023,0,2,75,100,70,1,75000
2023,2,2,75,0,70,1,130000
2022,3,2,75,0,70,1,203500
2022,3,2,26,0,25,1,36773
2023,3,2,75,0,70,1,126000
2022,3,2,75,0,70,1,129300
2023,3,2,75,0,70,1,75000
2022,3,2,11,0,12,1,110000
2023,2,2,75,100,70,1,200000
2023,2,2,68,100,64,0,75020
2020,3,2,34,100,33,2,45618
2023,3,2,75,100,70,1,95000
2022,2,2,29,100,28,1,92350
2022,3,2,26,0,25,1,37824
2022,3,2,75,0,70,1,216200
2023,3,2,75,0,70,1,147100
2023,3,2,75,100,70,1,125000
2022,2,2,75,100,70,1,130000
2023,3,2,75,0,70,1,205920
2022,3,2,75,0,70,1,169000
2023,3,2,75,0,70,1,247500
2023,3,2,75,0,70,1,170000
2022,2,2,75,100,70,1,140000
2022,3,2,75,0,70,1,164996
2022,3,2,75,0,70,1,63000
2023,0,2,75,0,70,1,150000
2023,3,2,75,0,70,1,204500
2021,2,2,29,50,28,0,116914
2023,2,2,75,0,70,1,175000
2022,3,2,26,0,25,1,50432
2023,3,2,75,100,70,1,198200
2020,1,2,75,100,70,0,325000
2022,3,2,75,0,70,1,300000
2023,3,2,26,0,25,1,48289
2023,3,2,75,0,70,1,210000
2022,3,2,75,100,70,1,180000
2023,0,2,75,0,70,1,85000
2022,3,2,75,100,70,1,155000
2022,3,2,75,0,70,1,179500
2021,3,2,75,100,70,1,200000
2023,0,2,75,0,70,1,65000
2023,3,2,75,0,70,1,150000
2022,2,2,29,0,28,1,104663
2022,3,2,75,0,70,1,185900
2023,2,2,75,100,70,1,75000
2022,3,2,75,0,70,1,99000
2023,3,2,75,100,70,1,93919
2022,3,2,75,100,70,0,125000
2023,3,2,75,0,70,1,139500
2022,3,2,75,0,70,1,136000
2021,2,2,39,100,38,2,16904
2022,3,2,75,100,70,1,138750
2022,0,2,52,0,49,2,6304
2023,2,2,75,0,70,1,130000
2022,1,2,75,100,70,1,187200
2022,3,2,75,0,70,1,112900
2022,3,2,75,100,70,1,140000
2022,3,2,75,100,70,1,208775
2023,3,2,75,100,70,1,122000
2023,3,2,75,100,70,1,250000
2023,2,2,75,100,70,1,160000
2022,0,2,39,50,38,1,22892
2022,3,2,75,0,70,1,145000
2022,2,2,29,50,28,0,128058
2022,3,2,75,100,70,1,195000
2022,0,2,75,100,70,1,100000
2023,3,2,29,100,28,1,138000
2022,3,2,75,100,70,1,140000
2022,1,2,75,0,70,1,175100
2023,2,2,75,0,70,1,160000
2023,1,2,75,0,70,1,155000
2023,3,2,75,100,70,1,104000
2023,1,2,75,0,70,1,196200
2023,2,2,75,100,70,1,150000
2023,0,2,75,0,70,1,90000
2022,0,2,13,100,14,2,56536
2023,3,2,75,100,70,1,237000
2022,3,2,75,100,70,1,210000
2023,3,2,75,100,70,1,185000
2022,3,2,75,100,70,1,175000
2022,2,2,75,100,70,1,144200
2020,2,2,75,100,70,0,85000
2023,3,2,75,0,70,1,185000
2022,3,2,75,100,70,1,191475
2022,3,2,75,100,70,1,99360
2022,2,2,75,0,70,1,120000
2023,2,2,75,0,70,1,185700
2022,2,2,54,100,51,0,30000
2023,0,2,39,100,70,1,50000
2023,3,2,75,100,70,1,130000
2022,3,2,26,0,25,1,47280
2023,3,2,75,0,70,1,195000
2023,3,2,75,0,70,1,265000
2023,2,2,29,0,28,1,72914
2023,3,2,75,0,70,1,170000
2020,0,0,75,100,70,0,100000
2021,0,2,40,50,39,2,100000
2022,3,2,75,100,70,1,110000
2022,3,2,75,100,70,1,140000
2023,0,2,75,0,70,1,135000
2022,3,2,70,100,66,2,12608
2022,3,2,75,100,70,1,130000
2022,2,2,26,100,25,1,63040
2023,3,2,75,100,70,1,110000
2023,2,2,28,50,27,1,64385
2022,3,2,75,0,70,0,230000
2023,3,2,75,100,70,1,75000
